DATE_FOR,RTD_ST_CD,CustomerSegment,Tenure,Age,MART_STATUS,GENDER,CHANNEL1_6M,CHANNEL2_6M,CHANNEL3_6M,CHANNEL4_6M,CHANNEL5_6M,METHOD1_6M,RECENT_PAYMENT,PAYMENTS_6M,CHANNEL1_3M,CHANNEL2_3M,CHANNEL3_3M,CHANNEL4_3M,CHANNEL5_3M,METHOD1_3M,PAYMENTS_3M,NOT_DI_3M,NOT_DI_6M,EVENT1_30_FLAG,EVENT2_90_SUM,LOGINS,POLICYPURCHASECHANNEL,Call_Flag
5/18/2014,ST_S24,1,14.850103,41.275838,MS_S1,F,0,6,0,1,0,7,0,7,0,3,0,0,0,3,3,0,0,0,0,1,0,0
5/15/2014,ST_S0,2,10.532512,42.844627,MS_S2,M,0,0,0,0,0,4,0,4,0,0,0,0,0,2,2,0,0,0,0,1,0,0
5/19/2014,ST_S0,2,10.505133,52.399726,MS_S2,M,0,2,0,1,0,3,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0
5/20/2014,ST_S8,1,10.592745,43.685147,MS_S1,M,0,0,4,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5/14/2014,ST_S15,2,10.565366,50.872005,MS_S2,F,0,0,3,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5/20/2014,ST_S0,2,21.158111,45.453799,MS_S1,F,0,2,0,0,0,2,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0
5/19/2014,ST_S1,1,16.424367,66.658453,MS_S0,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/17/2014,ST_S0,3,13.623546,45.212868,MS_S2,M,1,1,0,2,0,6,1,6,1,0,0,1,0,3,3,1,1,0,0,0,0,0
5/20/2014,ST_S3,3,12.183436,57.223819,MS_S1,M,0,0,2,1,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5/19/2014,ST_S0,2,10.461328,36.958248,MS_S4,F,0,2,0,2,0,4,0,4,0,0,0,1,0,1,1,0,0,0,0,1,0,0
5/18/2014,ST_S0,2,10.428474,40.03833,MS_S2,F,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/17/2014,ST_S2,1,10.428474,75.268994,MS_S2,M,0,4,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S0,2,10.59822,49.336071,MS_S4,F,0,5,0,1,0,6,0,6,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/16/2014,ST_S5,2,10.524298,64.876112,MS_S2,M,0,4,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,1,0,0,0
5/19/2014,ST_S0,2,13.924709,48.848734,MS_S2,F,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,2,0,0
5/20/2014,ST_S0,2,10.924025,34.694045,MS_S2,M,0,4,0,1,0,5,0,5,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/16/2014,ST_S0,2,10.59822,56.837782,MS_S1,F,0,4,0,1,1,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/19/2014,ST_S0,2,10.439425,51.014374,MS_S2,M,0,0,0,1,0,3,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5/19/2014,ST_S1,1,10.672142,70.666667,MS_S2,M,0,0,3,1,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0
5/20/2014,ST_S3,1,14.157426,71.649555,MS_S2,M,0,0,0,2,0,3,0,3,0,0,0,2,0,2,2,0,0,0,0,0,0,0
5/13/2014,ST_S0,2,10.332649,51.531828,MS_S2,M,0,3,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5/13/2014,ST_S0,2,15.392197,64.199863,MS_S2,M,1,0,0,0,0,5,0,6,0,0,0,0,0,2,2,0,1,0,0,1,0,0
5/20/2014,ST_S0,2,19.137577,50.212183,MS_S2,M,0,2,0,1,0,3,0,3,0,1,0,1,0,2,2,0,0,0,0,0,0,0
5/20/2014,ST_S3,1,11.441478,50.245038,MS_S4,M,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,1,2,0,0
5/18/2014,ST_S6,1,15.230664,59.709788,MS_S2,F,0,3,1,2,0,0,0,6,0,1,0,2,0,0,3,0,0,0,0,0,0,0
5/18/2014,ST_S7,1,15.392197,48.906229,MS_S2,M,4,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,1,0,0,4,0,0
5/13/2014,ST_S7,2,15.405886,89.864476,MS_S0,F,0,1,0,3,0,4,0,4,0,0,0,2,0,2,2,0,0,0,1,0,0,0
5/17/2014,ST_S28,1,16.342231,63.953457,MS_S3,F,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S6,1,15.266256,56.952772,MS_S2,F,0,6,0,0,0,0,1,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S7,1,15.512663,68.462697,MS_S3,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,1,0,0
5/16/2014,ST_S10,1,15.151266,65.932923,MS_S3,F,0,1,5,0,0,1,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/18/2014,ST_S7,1,15.362081,66.401095,MS_S0,F,0,0,0,0,5,0,0,5,0,0,0,0,2,0,2,0,0,0,0,0,0,0
5/13/2014,ST_S22,1,15.619439,42.86653,MS_S1,F,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/18/2014,ST_S2,1,15.674196,56.643395,MS_S2,F,2,1,1,0,0,1,0,6,0,0,0,0,0,0,2,0,1,0,0,1,0,0
5/17/2014,ST_S9,1,15.581109,63.356605,MS_S1,F,0,4,0,2,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S22,1,15.603012,50.321697,MS_S2,F,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S11,1,15.603012,54.694045,MS_S1,M,0,6,0,0,0,0,1,6,0,3,0,0,0,0,3,0,0,0,2,0,0,0
5/13/2014,ST_S9,1,15.603012,43.509925,MS_S2,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/18/2014,ST_S9,1,15.507187,49.445585,MS_S1,F,0,0,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S9,1,15.603012,55.290897,MS_S2,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S25,1,15.561944,68.933607,MS_S2,F,0,0,4,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0
5/16/2014,ST_S25,2,15.597536,47.835729,MS_S1,F,0,5,0,1,0,0,0,6,0,2,0,1,0,0,3,0,0,0,0,0,0,0
5/13/2014,ST_S9,1,15.441478,52.1013,MS_S2,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,1,0,0
5/19/2014,ST_S9,1,18.173854,49.765914,MS_S2,F,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S9,1,18.49692,58.354552,MS_S2,F,0,0,0,4,0,5,0,5,0,0,0,3,0,3,3,0,0,0,3,6,0,0
5/20/2014,ST_S9,1,17.568789,46.091718,MS_S1,M,0,0,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S9,1,21.763176,55.611225,MS_S2,M,0,0,4,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/19/2014,ST_S9,1,17.839836,45.965777,MS_S2,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,2,3,0,0
5/16/2014,ST_S9,2,15.575633,70.464066,MS_S2,M,0,3,0,3,0,4,1,6,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/13/2014,ST_S32,NONE,26.190281,62.505133,MS_S2,M,0,0,3,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0
5/18/2014,ST_S6,1,25.927447,61.845311,MS_S2,M,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/13/2014,ST_S24,1,21.519507,59.756331,MS_S3,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/19/2014,ST_S9,1,15.671458,61.817933,MS_S2,M,0,0,0,6,0,6,0,6,0,0,0,3,0,3,3,0,0,0,0,0,0,0
5/14/2014,ST_S7,1,15.438741,39.611225,MS_S2,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,1,1,0,0
5/15/2014,ST_S7,1,15.433265,71.70705,MS_S1,M,0,0,0,0,6,0,1,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S7,2,15.466119,50.373717,MS_S1,F,0,0,0,0,0,5,1,5,0,0,0,0,0,3,3,0,0,0,0,3,0,0
5/15/2014,ST_S33,2,15.8987,45.746749,MS_S1,F,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S4,1,15.603012,59.08282,MS_S2,F,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/18/2014,ST_S11,2,15.507187,43.5154,MS_S1,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/18/2014,ST_S7,2,25.7577,64.068446,MS_S2,F,0,0,7,0,0,0,0,7,0,0,4,0,0,0,4,0,0,0,1,0,0,0
5/13/2014,ST_S0,2,14.94319,59.342916,MS_S2,F,0,0,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S20,2,25.585216,76.03833,MS_S1,F,0,1,4,0,0,0,1,5,0,1,2,0,0,0,3,0,0,0,1,0,0,0
5/15/2014,ST_S40,1,15.5154,42.959617,MS_S1,M,0,1,0,0,0,6,0,6,0,1,0,0,0,3,3,0,0,0,0,0,0,0
5/17/2014,ST_S22,1,15.550992,68.188912,MS_S2,F,0,3,0,1,2,0,1,6,0,2,0,0,2,0,4,0,0,0,1,0,0,0
5/13/2014,ST_S22,1,15.353867,73.125257,MS_S2,M,0,0,6,0,0,0,1,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S9,1,15.523614,50.937714,MS_S1,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,2,0,0,0
5/16/2014,ST_S9,1,15.523614,72.854209,MS_S0,F,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,4,0,0
5/18/2014,ST_S9,1,15.446954,52.090349,MS_S2,M,0,4,0,1,0,0,0,5,0,2,0,1,0,0,3,0,0,0,2,0,0,0
5/16/2014,ST_S7,1,15.479808,48.320329,MS_S2,M,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,1,0,0
5/18/2014,ST_S9,1,15.427789,62.872005,MS_S2,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S9,1,15.441478,53.144422,MS_S2,M,0,0,0,1,0,4,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5/17/2014,ST_S9,1,15.430527,62.047912,MS_S0,F,0,5,0,1,0,5,0,6,0,2,0,0,0,2,2,0,0,0,2,0,0,0
5/14/2014,ST_S0,1,15.488022,55.972621,MS_S2,F,0,0,5,0,0,0,0,5,0,0,2,0,0,0,2,0,0,0,0,0,0,0
5/17/2014,ST_S9,1,15.509925,58.882957,MS_S2,M,0,1,0,0,4,0,0,6,0,1,0,0,2,0,3,0,0,0,0,0,0,0
5/15/2014,ST_S7,1,15.477071,55.912389,MS_S2,M,0,3,0,0,0,3,0,3,0,2,0,0,0,2,2,0,0,0,0,0,0,0
5/17/2014,ST_S25,1,10.762491,58.168378,MS_S2,M,0,0,0,0,0,4,0,4,0,0,0,0,0,3,3,0,0,0,0,1,0,0
5/19/2014,ST_S7,1,10.565366,48.273785,MS_S2,M,0,0,0,0,3,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0
5/20/2014,ST_S9,2,10.765229,51.616701,MS_S2,M,0,4,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,1,0,0,0
5/17/2014,ST_S9,2,10.724162,39.540041,MS_S4,F,0,0,0,0,0,1,0,6,0,0,0,0,0,1,3,0,0,0,0,3,1,0
5/13/2014,ST_S9,2,10.606434,37.152635,MS_S2,F,0,0,0,0,0,4,0,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0
5/18/2014,ST_S9,2,10.67488,69.067762,MS_S2,F,4,0,1,0,0,0,0,5,1,0,1,0,0,0,2,1,1,0,0,0,0,0
5/20/2014,ST_S24,1,10.663929,61.963039,MS_S2,M,0,5,0,1,0,0,0,6,0,2,0,1,0,0,3,0,0,0,1,0,0,1
5/13/2014,ST_S25,2,10.63655,52.106776,MS_S3,M,0,4,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,1,0,0,0
5/19/2014,ST_S9,1,10.672142,40.829569,MS_S1,M,0,0,4,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,1,0,0,0
5/15/2014,ST_S35,1,10.663929,32.522929,MS_S2,F,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/15/2014,ST_S25,1,10.655715,33.445585,MS_S1,M,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0
5/17/2014,ST_S9,1,10.595483,38.948665,MS_S2,F,0,4,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5/18/2014,ST_S9,1,10.507871,63.901437,MS_S3,F,0,0,0,4,0,4,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1
5/20/2014,ST_S9,1,10.806297,61.664613,MS_S2,F,0,0,1,0,3,0,0,4,0,0,1,0,2,0,3,0,0,0,1,0,0,0
5/14/2014,ST_S9,2,10.685832,49.891855,MS_S2,M,0,0,0,3,0,3,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5/20/2014,ST_S25,1,10.422998,54.288843,MS_S2,M,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/19/2014,ST_S0,1,14.097194,52.043806,MS_S1,M,0,3,0,1,0,6,0,6,0,0,0,1,0,1,1,0,0,0,1,0,0,0
5/15/2014,ST_S3,1,10.852841,37.423682,MS_S2,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,1,0,0
5/13/2014,ST_S14,2,10.839151,53.659138,MS_S1,F,0,5,1,0,0,0,0,6,0,2,1,0,0,0,3,0,0,0,0,0,0,0
5/17/2014,ST_S14,NONE,9.511294,60.826831,MS_S2,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/15/2014,ST_S9,2,10.767967,60.514716,MS_S1,F,0,3,0,1,0,4,0,4,0,2,0,1,0,3,3,0,0,0,0,0,0,0
5/15/2014,ST_S9,1,10.683094,64.383299,MS_S0,F,0,4,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0
5/13/2014,ST_S9,2,10.773443,85.141684,MS_S0,F,0,0,4,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/13/2014,ST_S9,1,10.773443,68.303901,MS_S3,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,1,0,0
5/14/2014,ST_S9,1,10.770705,40.810404,MS_S2,F,0,3,0,0,0,0,0,4,0,2,0,0,0,0,3,0,0,0,0,1,0,0
5/17/2014,ST_S26,1,10.762491,76.783025,MS_S0,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S9,2,10.754278,40.741958,MS_S4,M,0,4,0,0,0,4,0,4,0,3,0,0,0,3,3,0,0,0,1,0,0,0
5/16/2014,ST_S38,3,11.014374,33.010267,MS_S1,M,0,2,0,1,0,3,0,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0
5/14/2014,ST_S38,1,10.570842,37.650924,MS_S2,F,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/20/2014,ST_S38,3,10.754278,29.990418,MS_S1,M,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/19/2014,ST_S38,1,10.746064,36.281999,MS_S2,M,0,4,0,2,0,1,0,6,0,3,0,0,0,1,3,0,0,0,0,0,0,0
5/15/2014,ST_S14,2,10.683094,43.832991,MS_S2,M,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/13/2014,ST_S38,3,10.442163,62.340862,MS_S2,M,0,0,0,6,0,6,0,6,0,0,0,3,0,3,3,0,0,0,0,0,0,0
5/16/2014,ST_S38,3,10.680356,64.914442,MS_S1,M,0,0,5,0,0,0,1,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S14,2,10.765229,61.420945,MS_S2,F,0,0,0,0,1,0,1,6,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/19/2014,ST_S14,1,10.75154,51.594798,MS_S2,M,0,5,0,1,0,2,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S14,2,10.765229,39.802875,MS_S2,F,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/14/2014,ST_S14,1,15.638604,77.336071,MS_S2,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/13/2014,ST_S14,1,10.855578,42.568104,MS_S1,F,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,6,0,0
5/13/2014,ST_S14,1,10.787132,52.013689,MS_S1,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/16/2014,ST_S14,1,18.932238,50.004107,MS_S3,M,0,4,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0
5/17/2014,ST_S9,NONE,11.181383,52.240931,MS_S2,M,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
5/19/2014,ST_S14,NONE,10.439425,68.851472,MS_S2,M,0,0,4,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/15/2014,ST_S24,NONE,10.349076,43.200548,MS_S2,F,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/14/2014,ST_S33,NONE,10.351814,52.358658,MS_S2,M,0,4,0,0,0,4,0,4,0,2,0,0,0,2,2,0,0,0,0,0,0,0
5/20/2014,ST_S7,NONE,10.335387,51.132101,MS_S2,M,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5/14/2014,ST_S25,NONE,10.540726,61.382615,MS_S2,M,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5/19/2014,ST_S7,NONE,10.505133,53.993155,MS_S2,M,0,4,0,0,0,0,0,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0
5/16/2014,ST_S39,NONE,10.513347,40.246407,MS_S2,M,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5/19/2014,ST_S22,NONE,10.422998,54.548939,MS_S2,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0
5/19/2014,ST_S33,NONE,10.502396,67.679671,MS_S2,M,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5/19/2014,ST_S7,NONE,10.480493,45.530459,MS_S2,M,0,2,1,2,0,4,0,5,0,1,0,2,0,3,3,0,0,0,0,0,0,0
5/19/2014,ST_S1,NONE,10.412047,57.527721,MS_S2,M,0,0,0,3,0,3,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5/15/2014,ST_S32,1,10.644764,39.698836,MS_S2,F,0,0,0,0,8,0,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0,0
5/20/2014,ST_S9,1,10.587269,31.917864,MS_S1,M,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0
5/19/2014,ST_S9,1,10.590007,32.900753,MS_S2,F,0,0,0,0,5,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/18/2014,ST_S9,2,10.507871,36.344969,MS_S1,M,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5/15/2014,ST_S35,1,10.516085,50.992471,MS_S1,F,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5/20/2014,ST_S9,2,10.425736,48.681725,MS_S1,F,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5/14/2014,ST_S9,1,10.403833,37.637235,MS_S1,F,0,0,6,0,1,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/19/2014,ST_S9,2,10.505133,41.626283,MS_S1,F,0,0,4,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5/15/2014,ST_S9,2,10.600958,35.145791,MS_S1,F,0,2,0,0,1,3,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0
5/20/2014,ST_S38,1,10.57358,35.980835,MS_S2,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/19/2014,ST_S14,2,10.672142,70.255989,MS_S0,F,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/17/2014,ST_S38,3,10.677618,42.346338,MS_S2,M,0,6,0,0,0,6,0,6,0,3,0,0,0,3,3,0,0,0,1,0,0,0
5/15/2014,ST_S44,1,10.516085,75.381246,MS_S2,F,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S45,2,10.617385,66.146475,MS_S3,F,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,0,0,0,1,2,0,0
5/18/2014,ST_S38,1,10.592745,53.292266,MS_S2,F,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,1,0,0,0
5/15/2014,ST_S38,1,10.516085,43.737166,MS_S1,F,0,0,0,1,0,3,0,6,0,0,0,1,0,1,4,0,0,0,0,1,0,0
5/20/2014,ST_S14,1,10.669405,41.691992,MS_S2,M,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S38,2,10.187543,35.794661,MS_S2,M,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5/17/2014,ST_S44,1,10.595483,50.926762,MS_S1,F,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0,1,0,0
5/15/2014,ST_S44,1,11.351129,66.715948,MS_S1,F,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/18/2014,ST_S38,2,14.436687,60.657084,MS_S2,F,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/20/2014,ST_S39,1,10.726899,31.115674,MS_S2,F,0,0,0,0,0,6,0,6,0,0,0,0,0,4,4,0,0,0,1,3,0,0
5/14/2014,ST_S14,1,10.625599,55.383984,MS_S3,M,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,2,1,0,0
5/17/2014,ST_S14,1,10.59822,56.520192,MS_S1,F,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5/20/2014,ST_S14,2,10.669405,60.722793,MS_S1,F,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S44,1,11.545517,45.177276,MS_S2,F,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/15/2014,ST_S44,2,10.516085,39.148528,MS_S2,F,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/13/2014,ST_S44,1,14.461328,62.997947,MS_S2,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/15/2014,ST_S9,2,10.436687,78.483231,MS_S0,F,0,0,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/18/2014,ST_S9,1,10.453114,40.265572,MS_S1,M,0,3,0,0,0,3,0,3,0,2,0,0,0,2,2,0,0,0,1,0,0,0
5/20/2014,ST_S9,2,10.316222,55.96167,MS_S1,M,0,1,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/17/2014,ST_S9,2,10.431212,42.976044,MS_S2,F,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S7,1,10.455852,60.125941,MS_S4,F,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/19/2014,ST_S9,1,10.461328,74.113621,MS_S2,M,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,2,0,0,0
5/20/2014,ST_S9,1,10.250513,50.683094,MS_S1,F,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/18/2014,ST_S25,1,10.340862,76.969199,MS_S0,F,0,1,4,0,0,0,0,5,0,0,2,0,0,0,2,0,0,0,0,0,0,0
5/18/2014,ST_S25,2,10.340862,62.332649,MS_S2,M,0,0,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S9,1,10.537988,40.889802,MS_S1,F,0,0,4,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5/16/2014,ST_S9,1,10.513347,67.383984,MS_S1,F,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/18/2014,ST_S9,1,10.507871,61.149897,MS_S2,M,0,0,0,0,5,0,0,5,0,0,0,0,2,0,2,0,0,0,0,0,0,0
5/18/2014,ST_S37,1,10.652977,37.371663,MS_S1,F,0,2,0,3,0,1,0,5,0,1,0,2,0,0,3,0,0,0,3,0,0,0
5/13/2014,ST_S43,1,10.606434,29.295003,MS_S2,F,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0
5/16/2014,ST_S9,1,10.513347,66.335387,MS_S3,F,0,3,1,0,0,3,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0
5/18/2014,ST_S9,1,10.67488,61.289528,MS_S3,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/15/2014,ST_S9,1,10.516085,53.03217,MS_S2,M,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/17/2014,ST_S9,1,10.510609,65.382615,MS_S2,M,0,0,1,0,0,2,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5/19/2014,ST_S9,2,10.461328,43.655031,MS_S2,M,0,0,0,1,0,6,0,6,0,0,0,1,0,3,3,0,0,0,1,5,0,0
5/16/2014,ST_S9,2,10.513347,61.530459,MS_S2,M,0,4,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5/20/2014,ST_S9,1,10.428474,42.516085,MS_S2,F,0,0,0,0,18,0,1,18,0,0,0,0,9,0,9,0,0,0,0,0,0,0
